indicator,country,countryiso3code,date,value,indicator_code
"Literacy rate, adult total (% of people ages 15 and above)",Belarus,BLR,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belgium,BEL,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2022,87.879997253418,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Belize,BLZ,2015,90.9199981689453,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2022,51.3800010681152,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2021,43.8300018310547,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2019,49.0,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2017,38.8699989318848,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Benin,BEN,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bermuda,BMU,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2022,64.9100036621094,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2017,66.5599975585938,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bhutan,BTN,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2024,96.7300033569336,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2023,95.5500030517578,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2020,93.8499984741211,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bolivia,BOL,2015,92.4599990844727,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bosnia and Herzegovina,BIH,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Botswana,BWA,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2024,94.7399978637695,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2023,94.5725490635077,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2022,94.376866160108,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2021,94.7726170886975,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2020,94.7444114331042,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2019,93.8926266999537,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2018,93.2300033569336,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2017,93.0800018310547,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2016,92.8099975585938,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brazil,BRA,2015,92.0500030517578,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",British Virgin Islands,VGB,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Brunei Darussalam,BRN,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Bulgaria,BGR,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2023,41.5670909952631,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2022,40.9199981689453,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2021,36.9700012207031,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2019,29.6599998474121,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2018,39.3499984741211,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burkina Faso,BFA,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2020,71.3374789737041,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2017,68.379997253418,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2016,65.6900024414062,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Burundi,BDI,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2024,88.4700012207031,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cabo Verde,CPV,2015,86.7900009155273,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2021,71.9300003051758,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2020,82.5510430822563,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2019,87.6600036621094,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cambodia,KHM,2015,80.5299987792969,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2018,72.5500030517578,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cameroon,CMR,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Canada,CAN,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2017,98.870002746582,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Cayman Islands,CYM,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2019,42.439998626709,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Central African Republic,CAF,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2019,30.6299991607666,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2016,22.3099994659424,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chad,TCD,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2017,96.4000015258789,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Chile,CHL,2015,96.870002746582,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2021,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2020,96.7399978637695,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",China,CHN,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2024,95.3399963378906,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2023,95.4566254983696,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2022,95.31030793119,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2021,95.6606500324449,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2020,95.6399993896484,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2019,95.25,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2018,95.0899963378906,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2017,94.8873885601748,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2016,94.6500015258789,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Colombia,COL,2015,94.25,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2023,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2021,75.6201980162165,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2020,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2019,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2018,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2017,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2016,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)",Comoros,COM,2015,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2024,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2023,68.5,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2022,,SE.ADT.LITR.ZS
"Literacy rate, adult total (% of people ages 15 and above)","Congo, Dem. Rep.",COD,2021,,SE.ADT.LITR.ZS
